Path,Category,tiger,dragon,zebra,lion,horse,scorpion,owl,bulldozer,santa claus,castle,monkey,sponge bob,cow,microscope,person sitting,seagull,panda,ashtray,crab,parrot,mermaid,train,rooster,pig,frog,dog,bear (animal),person walking,piano,crocodile,tv,camel,space shuttle,pigeon,sea turtle,rollerblades,satellite,hedgehog,standing bird,kangaroo,bed,cell phone,sheep,cat,elephant,snowboard,tractor,lobster,squirrel,giraffe,potted plant,crown,crane (machine),ship,speed-boat,cigarette,race car,cake,wheelbarrow,skyscraper,cabinet,chandelier,fire hydrant,angel,computer monitor,ice-cream-cone,satellite dish,bush,duck,skull,vase,armchair,alarm clock,human-skeleton,cactus,strawberry,penguin,truck,walkie talkie,snake,fan,wrist-watch,flying bird,skateboard,bus,loudspeaker,rabbit,bookshelf,mushroom,telephone,mosquito,helicopter,guitar,laptop,diamond,bridge,bathtub,carrot,couch,teddy-bear,purse,t-shirt,microphone,saxophone,airplane,palm tree,ipod,house,spider,fish,grapes,windmill,pineapple,tent,cup,barn,lighter,book,camera,tree,keyboard,blimp,snowman,mailbox,tablelamp,swan,parachute,power outlet,snail,backpack,hammer,lightbulb,submarine,beer-mug,dolphin,hot air balloon,car (sedan),door handle,socks,shark,cannon,brain,pickup truck,traffic light,suitcase,bee,key,suv,chair,megaphone,syringe,flower with stem,door,arm,calculator,ant,flashlight,trumpet,violin,sword,motorbike,leaf,butterfly,bench,binoculars,axe,helmet,mouse (animal),tire,stapler,sailboat,pen,harp,hamburger,head,basket,wheel,octopus,trombone,foot,candle,tooth,rifle,tomato,revolver,feather,bell,umbrella,canoe,toilet,pumpkin,shoe,radio,floor lamp,wine-bottle,envelope,comb,boomerang,van,screwdriver,pear,face,flying saucer,rainbow,shovel,present,tennis-racket,pipe (for smoking),knife,wineglass,pizza,bread,teacup,pretzel,church,trousers,mouth,streetlight,moon,grenade,banana,baseball bat,bowl,eye,teapot,scissors,head-phones,computer-mouse,bottle opener,parking meter,frying-pan,table,apple,ladder,hot-dog,hand,donut,hourglass,mug,sun,toothbrush,hat,bicycle,eyeglasses,nose,ear,paper clip,fork,cloud,spoon
/content/Dataset_simple_sketch/test/dragon/5683.png,dragon,0.50352,0.20974,0.08870,0.05045,0.02642,0.01373,0.00739,0.00651,0.00550,0.00487,0.00476,0.00415,0.00394,0.00325,0.00309,0.00302,0.00301,0.00299,0.00253,0.00244,0.00218,0.00215,0.00210,0.00207,0.00204,0.00192,0.00191,0.00170,0.00158,0.00155,0.00149,0.00143,0.00132,0.00129,0.00123,0.00119,0.00117,0.00113,0.00095,0.00095,0.00095,0.00094,0.00087,0.00086,0.00075,0.00067,0.00062,0.00061,0.00057,0.00054,0.00049,0.00044,0.00041,0.00037,0.00037,0.00037,0.00036,0.00034,0.00034,0.00032,0.00032,0.00030,0.00029,0.00027,0.00026,0.00024,0.00023,0.00022,0.00020,0.00018,0.00018,0.00017,0.00016,0.00015,0.00015,0.00014,0.00014,0.00013,0.00012,0.00012,0.00011,0.00010,0.00010,0.00010,0.00010,0.00010,0.00009,0.00009,0.00008,0.00008,0.00007,0.00007,0.00007,0.00007,0.00007,0.00007,0.00007,0.00006,0.00006,0.00006,0.00006,0.00006,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00005,0.00004,0.00004,0.00004,0.00004,0.00004,0.00004,0.00004,0.00004,0.00004,0.00004,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00003,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/dragon/5696.png,dragon,0.01127,0.29602,0.00073,0.08345,0.00476,0.00414,0.00603,0.00051,0.10650,0.00003,0.01946,0.00008,0.00030,0.01143,0.00167,0.00998,0.00567,0.00415,0.00016,0.00734,0.03703,0.00000,0.00214,0.00002,0.05298,0.00226,0.00256,0.00126,0.00053,0.01086,0.00022,0.00040,0.00337,0.00878,0.00009,0.00035,0.00001,0.00126,0.00052,0.00529,0.00003,0.00005,0.00000,0.00043,0.00004,0.00167,0.00009,0.00016,0.21842,0.00010,0.00094,0.00092,0.00001,0.00003,0.00048,0.00119,0.00061,0.00001,0.00003,0.00003,0.00000,0.00013,0.00001,0.00295,0.00012,0.00002,0.00022,0.00187,0.00066,0.00005,0.00074,0.00005,0.00025,0.00004,0.00004,0.00028,0.01428,0.00001,0.00001,0.00686,0.00001,0.00001,0.00263,0.00013,0.00000,0.00032,0.00112,0.00000,0.00017,0.00015,0.00011,0.00006,0.00153,0.00001,0.00012,0.00002,0.00005,0.00106,0.00001,0.00005,0.00002,0.00005,0.00002,0.00286,0.00005,0.00005,0.00019,0.00000,0.00005,0.00017,0.00001,0.00000,0.00007,0.00002,0.00003,0.00000,0.00006,0.00013,0.00005,0.00054,0.00001,0.00002,0.00002,0.00002,0.00012,0.01948,0.00002,0.00002,0.00061,0.00026,0.00042,0.00006,0.00002,0.00007,0.00099,0.00000,0.00001,0.00002,0.00005,0.00028,0.00001,0.00039,0.00000,0.00008,0.00001,0.00006,0.00002,0.00000,0.00000,0.00002,0.00000,0.00046,0.00000,0.00047,0.00000,0.00007,0.00007,0.00002,0.00184,0.00000,0.00003,0.00032,0.00081,0.00000,0.00018,0.00000,0.00002,0.00031,0.00019,0.00002,0.00003,0.00006,0.00002,0.00008,0.00036,0.00001,0.00008,0.00006,0.00001,0.00001,0.00000,0.00000,0.00001,0.00013,0.00001,0.00008,0.00005,0.00001,0.00000,0.00003,0.00024,0.00000,0.00000,0.00003,0.00000,0.00004,0.00001,0.00002,0.00000,0.00000,0.00008,0.00010,0.00001,0.00002,0.00000,0.00000,0.00000,0.00004,0.00000,0.00001,0.00003,0.00001,0.00003,0.00018,0.00000,0.00000,0.00000,0.00002,0.00001,0.00000,0.00001,0.00000,0.00001,0.00001,0.00001,0.00004,0.00000,0.00009,0.00003,0.00000,0.00000,0.00000,0.00005,0.00000,0.00001,0.00001,0.00003,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00002,0.00017,0.00023,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/dragon/5726.png,dragon,0.00060,0.95417,0.00006,0.00167,0.00125,0.00001,0.00003,0.00000,0.00001,0.00001,0.00001,0.00000,0.00001,0.00000,0.00001,0.00254,0.00000,0.00000,0.00001,0.00021,0.00003,0.00000,0.01502,0.00006,0.00004,0.00002,0.00001,0.00001,0.00000,0.01715,0.00000,0.00004,0.00004,0.00245,0.00000,0.00000,0.00000,0.00008,0.00007,0.00004,0.00000,0.00000,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,0.00015,0.00001,0.00001,0.00001,0.00000,0.00003,0.00008,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00034,0.00022,0.00000,0.00001,0.00000,0.00005,0.00001,0.00001,0.00001,0.00000,0.00000,0.00000,0.00011,0.00000,0.00000,0.00240,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00002,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00001,0.00000,0.00018,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00004,0.00000,0.00000,0.00027,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/dragon/5707.png,dragon,0.00265,0.52856,0.00045,0.01901,0.00120,0.01073,0.00053,0.00136,0.00053,0.00000,0.00583,0.00002,0.00046,0.00016,0.00128,0.02522,0.00005,0.00102,0.00624,0.03905,0.00306,0.00000,0.01948,0.00018,0.01264,0.00098,0.00010,0.00046,0.00005,0.02291,0.00011,0.00110,0.03433,0.01044,0.00023,0.00005,0.00009,0.00623,0.00304,0.00378,0.00040,0.00001,0.00001,0.00025,0.00006,0.00205,0.00037,0.00037,0.00562,0.00007,0.00110,0.00060,0.00001,0.00137,0.03339,0.00075,0.00125,0.00002,0.00070,0.00001,0.00000,0.00229,0.00002,0.00014,0.00003,0.00001,0.00021,0.00424,0.00119,0.00007,0.00045,0.00002,0.00004,0.00008,0.00200,0.00149,0.00013,0.00019,0.00001,0.00536,0.00003,0.00001,0.03294,0.00009,0.00000,0.00068,0.00263,0.00000,0.00000,0.00006,0.00077,0.00251,0.00128,0.00003,0.00006,0.00015,0.00016,0.00138,0.00001,0.00001,0.00001,0.00001,0.00004,0.00574,0.00121,0.00010,0.00003,0.00000,0.00012,0.00223,0.00001,0.00000,0.00001,0.00006,0.00008,0.00000,0.00000,0.00007,0.00002,0.00021,0.00001,0.00006,0.00002,0.00001,0.00008,0.03614,0.00001,0.00004,0.02805,0.00000,0.00005,0.00015,0.00423,0.00000,0.00036,0.00000,0.00002,0.00000,0.00002,0.00171,0.00004,0.00006,0.00002,0.00001,0.00000,0.00004,0.00017,0.00006,0.00000,0.00008,0.00004,0.00217,0.00000,0.02648,0.00000,0.00043,0.00074,0.00043,0.00985,0.00008,0.00078,0.00035,0.00005,0.00000,0.00002,0.00000,0.00001,0.00075,0.00000,0.00000,0.00007,0.00009,0.00000,0.00003,0.00002,0.00000,0.00000,0.00037,0.00012,0.00005,0.00001,0.00001,0.00002,0.00002,0.00001,0.00031,0.00001,0.00001,0.00005,0.00000,0.00003,0.00000,0.00002,0.00005,0.00000,0.00002,0.00004,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001,0.00010,0.00000,0.00000,0.00016,0.00000,0.00000,0.00001,0.00000,0.00003,0.00001,0.00000,0.00000,0.00001,0.00004,0.00000,0.00000,0.00003,0.00000,0.00001,0.00016,0.00005,0.00010,0.00003,0.00006,0.00003,0.00000,0.00000,0.00000,0.00002,0.00000,0.00002,0.00047,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00001,0.00052,0.00011,0.00001,0.00001,0.00009,0.00013,0.00000
/content/Dataset_simple_sketch/test/dragon/5692.png,dragon,0.00337,0.62098,0.00068,0.07754,0.00091,0.01414,0.00128,0.00002,0.00151,0.00001,0.00204,0.00006,0.00002,0.00010,0.00249,0.00314,0.00011,0.00192,0.00199,0.00154,0.00047,0.00000,0.00910,0.00002,0.00569,0.00003,0.00005,0.00029,0.00001,0.03105,0.00013,0.00001,0.00087,0.00144,0.00000,0.00001,0.00002,0.07540,0.00119,0.00035,0.00001,0.00001,0.00001,0.00018,0.00001,0.00010,0.00003,0.00233,0.00043,0.00000,0.00056,0.00011,0.00000,0.00030,0.03969,0.00005,0.00014,0.00001,0.00001,0.00005,0.00004,0.00009,0.00000,0.00025,0.00001,0.00002,0.00035,0.02098,0.00012,0.00017,0.00046,0.00001,0.00064,0.00071,0.01440,0.00891,0.00016,0.00001,0.00002,0.00149,0.00000,0.00000,0.00315,0.00001,0.00000,0.00090,0.00042,0.00000,0.00002,0.00002,0.00011,0.00126,0.00002,0.00004,0.00023,0.00032,0.00001,0.00230,0.00000,0.00000,0.00002,0.00002,0.00000,0.00024,0.00001,0.00370,0.00000,0.00001,0.00306,0.00021,0.00000,0.00001,0.00016,0.00001,0.00006,0.00000,0.00000,0.00040,0.00005,0.00114,0.00000,0.00003,0.00033,0.00002,0.00008,0.00669,0.00000,0.00002,0.00026,0.00001,0.00000,0.00092,0.00021,0.00001,0.00003,0.00000,0.00000,0.00000,0.00000,0.00011,0.00001,0.00025,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000,0.00030,0.00000,0.00100,0.00009,0.00009,0.00053,0.00001,0.00075,0.00000,0.00008,0.00189,0.00001,0.00000,0.00001,0.00000,0.00001,0.00023,0.00005,0.00000,0.00002,0.00005,0.00000,0.00052,0.00030,0.00001,0.00000,0.00049,0.00000,0.00000,0.00001,0.00000,0.00001,0.00094,0.00000,0.00384,0.00000,0.00000,0.00001,0.00000,0.00036,0.00000,0.00001,0.00014,0.00000,0.00008,0.00008,0.00001,0.00000,0.00000,0.00001,0.00080,0.00000,0.00020,0.00005,0.00000,0.00000,0.00001,0.00000,0.00000,0.00003,0.00005,0.00003,0.00000,0.00000,0.00000,0.00014,0.00006,0.00016,0.00001,0.00000,0.00000,0.00002,0.00620,0.00000,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00007,0.00003,0.00000,0.00002,0.00008,0.00000,0.00000,0.00000,0.00005,0.00003,0.00008,0.00001,0.00001,0.00010,0.00000
/content/Dataset_simple_sketch/test/dragon/5681.png,dragon,0.00030,0.85578,0.00396,0.03692,0.00451,0.00375,0.00001,0.00000,0.00010,0.00000,0.00002,0.00000,0.00034,0.00000,0.00002,0.00024,0.00000,0.00000,0.00754,0.00004,0.00027,0.00000,0.06853,0.00000,0.00005,0.00002,0.00000,0.00000,0.00000,0.00328,0.00000,0.00000,0.00000,0.00026,0.00000,0.00000,0.00000,0.00015,0.00001,0.00001,0.00000,0.00000,0.00001,0.00007,0.00000,0.00000,0.00000,0.00015,0.00035,0.00000,0.00039,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00031,0.00000,0.00000,0.00001,0.00000,0.00003,0.00006,0.00001,0.00001,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00022,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00002,0.00000,0.00006,0.00000,0.01072,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00000,0.00000,0.00019,0.00000,0.00000,0.00010,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00003,0.00000,0.00009,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/dragon/5723.png,dragon,0.00537,0.11116,0.00188,0.62932,0.00228,0.00336,0.00108,0.00087,0.03105,0.00003,0.01611,0.00012,0.00755,0.00007,0.00038,0.00191,0.00268,0.00025,0.00056,0.00370,0.00058,0.00003,0.00291,0.00102,0.01294,0.03403,0.06176,0.00174,0.00001,0.00164,0.00001,0.00137,0.00041,0.00024,0.00027,0.00071,0.00008,0.00110,0.00009,0.00266,0.00000,0.00001,0.00037,0.00315,0.00193,0.00006,0.00069,0.00016,0.01554,0.00007,0.00021,0.00009,0.00002,0.00004,0.00009,0.00009,0.00027,0.00001,0.00001,0.00001,0.00000,0.00035,0.00033,0.00446,0.00001,0.00002,0.00001,0.00272,0.00009,0.00011,0.00009,0.00001,0.00202,0.00019,0.00006,0.00042,0.00319,0.00002,0.00000,0.00012,0.00001,0.00000,0.00023,0.00003,0.00001,0.00090,0.00124,0.00000,0.00045,0.00015,0.00022,0.00009,0.00004,0.00000,0.00001,0.00001,0.00000,0.00006,0.00000,0.00019,0.00000,0.00016,0.00002,0.00037,0.00002,0.00005,0.00002,0.00000,0.00005,0.00004,0.00008,0.00000,0.00001,0.00000,0.00005,0.00000,0.00000,0.00000,0.00002,0.00629,0.00000,0.00004,0.00006,0.00003,0.00008,0.00061,0.00000,0.00000,0.00002,0.00008,0.00008,0.00001,0.00022,0.00004,0.00013,0.00000,0.00003,0.00001,0.00001,0.00007,0.00002,0.00054,0.00002,0.00001,0.00000,0.00012,0.00003,0.00002,0.00000,0.00003,0.00001,0.00038,0.00000,0.00001,0.00000,0.00072,0.00000,0.00000,0.00017,0.00000,0.00035,0.00003,0.00010,0.00000,0.00005,0.00001,0.00001,0.00323,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00049,0.00000,0.00000,0.00001,0.00000,0.00001,0.00001,0.00000,0.00000,0.00003,0.00001,0.00000,0.00000,0.00007,0.00000,0.00001,0.00006,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00025,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00008,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00003,0.00000,0.00003,0.00007,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00006,0.00000,0.00001,0.00001,0.00000,0.00000,0.00006,0.00000
/content/Dataset_simple_sketch/test/dragon/5688.png,dragon,0.00825,0.77082,0.00061,0.01654,0.01048,0.05326,0.00065,0.00011,0.00122,0.00001,0.00614,0.00007,0.00661,0.00002,0.00018,0.00083,0.00089,0.00046,0.00486,0.00440,0.00555,0.00003,0.00855,0.00324,0.00536,0.00148,0.00141,0.00051,0.00000,0.02976,0.00008,0.00321,0.00017,0.00138,0.00007,0.00000,0.00005,0.00719,0.00010,0.00182,0.00010,0.00002,0.01086,0.00053,0.00050,0.00025,0.00002,0.00007,0.00149,0.00086,0.00003,0.00007,0.00000,0.00004,0.00049,0.00029,0.00021,0.00003,0.00002,0.00000,0.00001,0.00008,0.00000,0.00008,0.00001,0.00002,0.00005,0.01469,0.00004,0.00003,0.00038,0.00001,0.00025,0.00016,0.00009,0.00180,0.00004,0.00001,0.00000,0.00065,0.00000,0.00002,0.00049,0.00002,0.00000,0.00002,0.00005,0.00000,0.00006,0.00006,0.00000,0.00000,0.00002,0.00002,0.00002,0.00000,0.00001,0.00116,0.00000,0.00003,0.00002,0.00023,0.00002,0.00132,0.00000,0.00005,0.00000,0.00000,0.00006,0.00071,0.00001,0.00000,0.00012,0.00018,0.00020,0.00000,0.00000,0.00011,0.00000,0.00075,0.00000,0.00000,0.00004,0.00000,0.00001,0.00034,0.00000,0.00003,0.00002,0.00000,0.00001,0.00001,0.00005,0.00001,0.00007,0.00000,0.00000,0.00000,0.00000,0.00001,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00001,0.00012,0.00000,0.00042,0.00000,0.00006,0.00008,0.00000,0.00009,0.00000,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,0.00001,0.00067,0.00000,0.00000,0.00000,0.00003,0.00000,0.00001,0.00002,0.00000,0.00001,0.00005,0.00000,0.00002,0.00001,0.00001,0.00001,0.00007,0.00000,0.00003,0.00001,0.00000,0.00000,0.00000,0.00046,0.00001,0.00000,0.00001,0.00000,0.00005,0.00001,0.00000,0.00000,0.00000,0.00003,0.00007,0.00000,0.00001,0.00002,0.00000,0.00000,0.00003,0.00000,0.00000,0.00001,0.00001,0.00002,0.00000,0.00000,0.00000,0.00001,0.00000,0.00007,0.00000,0.00000,0.00000,0.00004,0.00010,0.00001,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00005,0.00000
/content/Dataset_simple_sketch/test/dragon/5711.png,dragon,0.00101,0.40382,0.00118,0.05287,0.01514,0.00241,0.00116,0.00007,0.00181,0.00002,0.00395,0.00000,0.00267,0.00066,0.00404,0.01225,0.00027,0.00033,0.00411,0.00128,0.01083,0.00000,0.25656,0.00055,0.04952,0.00177,0.00191,0.00081,0.00002,0.01025,0.00004,0.00136,0.00250,0.03733,0.00000,0.00008,0.00001,0.00150,0.00113,0.01792,0.00003,0.00000,0.00001,0.00054,0.00002,0.00008,0.00003,0.00010,0.04758,0.00022,0.00050,0.00032,0.00000,0.00005,0.00031,0.00207,0.00003,0.00001,0.00001,0.00001,0.00000,0.00009,0.00001,0.00121,0.00004,0.00000,0.00002,0.01403,0.00099,0.00000,0.00045,0.00003,0.00130,0.00004,0.00029,0.00027,0.00113,0.00000,0.00000,0.00238,0.00000,0.00000,0.00236,0.00001,0.00000,0.00081,0.00038,0.00000,0.00001,0.00002,0.00002,0.00004,0.00011,0.00001,0.00002,0.00001,0.00001,0.00080,0.00000,0.00002,0.00001,0.00002,0.00001,0.00099,0.00000,0.00003,0.00002,0.00000,0.00009,0.00028,0.00001,0.00000,0.00002,0.00001,0.00003,0.00000,0.00000,0.00004,0.00000,0.00085,0.00000,0.00001,0.00082,0.00001,0.00006,0.00784,0.00000,0.00001,0.00015,0.00001,0.00007,0.00006,0.00004,0.00000,0.00080,0.00000,0.00000,0.00001,0.00000,0.00020,0.00001,0.00005,0.00000,0.00001,0.00001,0.00002,0.00001,0.00000,0.00000,0.00001,0.00000,0.00039,0.00000,0.00131,0.00000,0.00039,0.00008,0.00001,0.00020,0.00000,0.00002,0.00036,0.00002,0.00000,0.00000,0.00000,0.00000,0.00144,0.00000,0.00000,0.00002,0.00002,0.00000,0.00000,0.00015,0.00000,0.00000,0.00000,0.00000,0.00001,0.00004,0.00000,0.00000,0.00011,0.00000,0.00003,0.00001,0.00001,0.00000,0.00000,0.00007,0.00000,0.00000,0.00004,0.00000,0.00009,0.00001,0.00000,0.00000,0.00000,0.00002,0.00005,0.00000,0.00003,0.00000,0.00000,0.00000,0.00012,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00003,0.00000,0.00001,0.00004,0.00001,0.00000,0.00000,0.00000,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00002,0.00005,0.00001,0.00000,0.00000,0.00001,0.00000
/content/Dataset_simple_sketch/test/dragon/5756.png,dragon,0.00174,0.62261,0.00480,0.00802,0.00991,0.00932,0.00028,0.00006,0.00317,0.00001,0.00131,0.00003,0.00040,0.00424,0.03351,0.09533,0.00022,0.00003,0.00045,0.01409,0.01860,0.00000,0.00720,0.00003,0.00270,0.00037,0.00022,0.05823,0.00054,0.00390,0.00013,0.00013,0.01105,0.01314,0.00004,0.00001,0.00005,0.00024,0.00861,0.00871,0.00001,0.00000,0.00000,0.00040,0.00003,0.00001,0.00000,0.00039,0.00010,0.00006,0.00102,0.00004,0.00002,0.00001,0.00006,0.00013,0.00007,0.00000,0.00001,0.00002,0.00000,0.00001,0.00001,0.00135,0.00005,0.00005,0.00032,0.00024,0.00043,0.00001,0.00088,0.00003,0.00206,0.00193,0.00002,0.00221,0.00256,0.00000,0.00001,0.00040,0.00001,0.00000,0.01096,0.00001,0.00000,0.00019,0.00005,0.00000,0.00034,0.00009,0.00030,0.00052,0.00011,0.00000,0.00028,0.00003,0.00002,0.00024,0.00000,0.00003,0.00000,0.00001,0.00001,0.00008,0.00098,0.00250,0.00001,0.00000,0.00002,0.00027,0.00004,0.00013,0.00003,0.00001,0.00000,0.00000,0.00002,0.00000,0.00002,0.00080,0.00000,0.00001,0.00110,0.00014,0.00346,0.00069,0.00000,0.00001,0.00001,0.00000,0.00016,0.00040,0.00001,0.00000,0.00133,0.00000,0.00000,0.00000,0.00000,0.00018,0.00000,0.00002,0.00000,0.00002,0.00000,0.00001,0.00003,0.00000,0.00001,0.00006,0.00000,0.00481,0.00000,0.00015,0.00000,0.00331,0.00014,0.00009,0.00125,0.00001,0.00001,0.00311,0.00000,0.00001,0.00000,0.00000,0.00001,0.00028,0.00000,0.00000,0.00001,0.00003,0.00000,0.00001,0.00028,0.00000,0.00000,0.00006,0.00000,0.00000,0.00003,0.00000,0.00049,0.00005,0.00018,0.00023,0.00001,0.00001,0.00001,0.00002,0.00000,0.00000,0.00000,0.00072,0.00000,0.00004,0.00005,0.00003,0.00000,0.00000,0.00001,0.00002,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00002,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00002,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00004,0.00008,0.00000,0.00000,0.00000,0.00000
