Path,Category,table,bench,bed,bread,couch,chair,crane (machine),bridge,tv,house,mailbox,piano,barn,cabinet,suitcase,present,person sitting,horse,streetlight,trousers,hammer,tablelamp,book,armchair,camera,comb,ashtray,bookshelf,tent,bathtub,revolver,church,loudspeaker,sheep,space shuttle,floor lamp,cow,axe,purse,harp,paper clip,backpack,elephant,beer-mug,boomerang,lighter,computer monitor,suv,wheelbarrow,ship,giraffe,microscope,van,flashlight,hat,camel,door handle,megaphone,laptop,satellite,bulldozer,cake,speed-boat,fire hydrant,car (sedan),stapler,alarm clock,zebra,tomato,mushroom,head-phones,telephone,truck,candle,door,basket,t-shirt,mug,rainbow,radio,diamond,umbrella,helmet,computer-mouse,bottle opener,wrist-watch,bowl,tiger,canoe,pig,banana,tire,leaf,toilet,crab,power outlet,spider,teacup,satellite dish,fish,dolphin,windmill,dog,binoculars,cup,race car,teapot,pipe (for smoking),lion,human-skeleton,bear (animal),skyscraper,shoe,cell phone,grenade,skateboard,crown,flying saucer,sponge bob,cannon,eyeglasses,toothbrush,castle,tractor,parachute,sword,bus,parrot,wineglass,walkie talkie,calculator,trumpet,sailboat,ipod,tooth,blimp,keyboard,trombone,parking meter,pizza,traffic light,hourglass,hot-dog,kangaroo,socks,arm,standing bird,pickup truck,helicopter,bush,face,rifle,fork,pigeon,feather,microphone,cactus,frying-pan,mouth,owl,cigarette,fan,palm tree,flying bird,apple,potted plant,pen,snake,strawberry,envelope,mermaid,chandelier,mosquito,seagull,cat,airplane,scorpion,hedgehog,wine-bottle,vase,swan,dragon,tennis-racket,monkey,ant,screwdriver,santa claus,butterfly,spoon,sea turtle,snail,train,penguin,pumpkin,eye,knife,person walking,lobster,hot air balloon,rollerblades,frog,ice-cream-cone,lightbulb,ladder,submarine,hamburger,brain,syringe,head,flower with stem,snowboard,key,bell,rabbit,shark,shovel,grapes,pretzel,wheel,pineapple,rooster,mouse (animal),baseball bat,saxophone,sun,carrot,pear,panda,bee,duck,donut,tree,octopus,moon,skull,snowman,hand,motorbike,cloud,scissors,teddy-bear,guitar,crocodile,bicycle,angel,ear,squirrel,violin,foot,nose
/content/Dataset_simple_sketch/test/table/17236.png,table,0.49401,0.42644,0.05996,0.00291,0.00253,0.00248,0.00222,0.00169,0.00090,0.00086,0.00046,0.00045,0.00039,0.00038,0.00035,0.00031,0.00024,0.00022,0.00021,0.00018,0.00018,0.00017,0.00017,0.00015,0.00012,0.00012,0.00011,0.00011,0.00011,0.00010,0.00009,0.00008,0.00008,0.00008,0.00007,0.00006,0.00006,0.00006,0.00005,0.00005,0.00004,0.00004,0.00003,0.00003,0.00003,0.00003,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/table/17264.png,table,0.92744,0.00050,0.00020,0.00002,0.00008,0.06181,0.00002,0.00002,0.00002,0.00001,0.00001,0.00038,0.00001,0.00213,0.00001,0.00000,0.00001,0.00052,0.00000,0.00001,0.00000,0.00001,0.00004,0.00415,0.00000,0.00001,0.00002,0.00000,0.00002,0.00004,0.00000,0.00000,0.00001,0.00004,0.00002,0.00001,0.00006,0.00001,0.00009,0.00003,0.00000,0.00010,0.00003,0.00000,0.00000,0.00000,0.00013,0.00000,0.00024,0.00000,0.00046,0.00000,0.00001,0.00000,0.00000,0.00081,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00001,0.00000,0.00000,0.00004,0.00001,0.00000,0.00002,0.00000,0.00000,0.00000,0.00002,0.00007,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/table/17204.png,table,0.94182,0.05512,0.00049,0.00000,0.00010,0.00215,0.00001,0.00001,0.00000,0.00000,0.00004,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00008,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/table/17228.png,table,0.71790,0.22689,0.02196,0.00204,0.00092,0.00391,0.00029,0.00597,0.00051,0.00034,0.00008,0.00060,0.00434,0.00014,0.00003,0.00006,0.00017,0.00040,0.00007,0.00002,0.00004,0.00013,0.00005,0.00026,0.00003,0.00010,0.00004,0.00001,0.00622,0.00008,0.00001,0.00007,0.00176,0.00006,0.00034,0.00002,0.00021,0.00001,0.00002,0.00004,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007,0.00003,0.00002,0.00007,0.00006,0.00000,0.00015,0.00045,0.00005,0.00008,0.00016,0.00022,0.00004,0.00000,0.00003,0.00001,0.00024,0.00000,0.00002,0.00001,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00002,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00001,0.00001,0.00000,0.00004,0.00001,0.00002,0.00011,0.00000,0.00000,0.00013,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00020,0.00001,0.00000,0.00003,0.00000,0.00001,0.00001,0.00000,0.00002,0.00000,0.00000,0.00000,0.00001,0.00035,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00083,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/table/17234.png,table,0.65524,0.00445,0.07038,0.00146,0.00055,0.00646,0.01853,0.00018,0.01599,0.00052,0.00008,0.00069,0.00489,0.04692,0.00115,0.00210,0.00003,0.00026,0.00041,0.00135,0.00110,0.00056,0.00955,0.00294,0.00055,0.00000,0.00618,0.00001,0.01329,0.00002,0.00009,0.00012,0.00571,0.00010,0.00065,0.00048,0.00012,0.01658,0.00176,0.00031,0.00008,0.00032,0.00010,0.00002,0.00009,0.00022,0.00732,0.00005,0.02288,0.00007,0.00015,0.00005,0.00030,0.00022,0.00003,0.00013,0.00021,0.00016,0.00004,0.01533,0.00134,0.00001,0.00048,0.00000,0.00048,0.00014,0.00010,0.00000,0.00001,0.00001,0.00002,0.00002,0.00027,0.00001,0.00048,0.00072,0.00168,0.00017,0.00001,0.00001,0.00430,0.00179,0.00036,0.00009,0.00039,0.00018,0.00001,0.00000,0.00003,0.00004,0.00005,0.00037,0.00008,0.00000,0.00004,0.00001,0.00025,0.00003,0.01582,0.00010,0.00000,0.00034,0.00002,0.00068,0.00050,0.00005,0.00002,0.00033,0.00000,0.00008,0.00000,0.00014,0.00037,0.00015,0.00000,0.00001,0.00002,0.00002,0.00004,0.00144,0.00144,0.00001,0.00000,0.00000,0.01074,0.00008,0.00000,0.00001,0.00007,0.00000,0.00002,0.00000,0.00003,0.00006,0.00016,0.00002,0.00000,0.00000,0.00000,0.00021,0.00000,0.00025,0.00000,0.00000,0.00000,0.00002,0.00003,0.00003,0.00000,0.00000,0.00000,0.00025,0.00005,0.00004,0.00000,0.00007,0.00000,0.00001,0.00014,0.00002,0.00002,0.00279,0.00001,0.00005,0.00001,0.00000,0.00002,0.00000,0.00038,0.00720,0.00000,0.00015,0.00000,0.00002,0.00000,0.00000,0.00001,0.00000,0.00001,0.00001,0.00000,0.00000,0.00002,0.00000,0.00000,0.00010,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00003,0.00000,0.00023,0.00000,0.00000,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00004,0.00000,0.00001,0.00000,0.00000,0.00069,0.00002,0.00008,0.00038,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/table/17232.png,table,0.99777,0.00084,0.00000,0.00000,0.00000,0.00117,0.00000,0.00001,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/table/17272.png,table,0.99739,0.00025,0.00007,0.00003,0.00000,0.00129,0.00001,0.00001,0.00005,0.00000,0.00006,0.00002,0.00002,0.00011,0.00000,0.00000,0.00000,0.00008,0.00002,0.00004,0.00001,0.00002,0.00001,0.00002,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00010,0.00005,0.00000,0.00002,0.00001,0.00006,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/table/17243.png,table,0.06303,0.02045,0.00780,0.00075,0.00001,0.01672,0.00270,0.01882,0.08179,0.00019,0.00107,0.00041,0.00143,0.00009,0.00007,0.00038,0.00029,0.00097,0.00381,0.00098,0.02079,0.00235,0.00165,0.00039,0.00026,0.00002,0.00156,0.00001,0.09124,0.00009,0.00068,0.00042,0.06841,0.00003,0.01049,0.00031,0.00008,0.30046,0.00019,0.00001,0.00003,0.00000,0.00004,0.00001,0.00055,0.00046,0.00150,0.00000,0.00485,0.01334,0.00001,0.00005,0.00000,0.00404,0.00006,0.00007,0.00083,0.03591,0.00001,0.01341,0.00025,0.00001,0.01156,0.00002,0.00000,0.00008,0.00011,0.00001,0.00004,0.00011,0.00000,0.00002,0.00002,0.00004,0.00019,0.00001,0.00305,0.00002,0.00000,0.00004,0.00752,0.00317,0.00002,0.00006,0.00036,0.00001,0.00004,0.00001,0.00161,0.00068,0.00005,0.00000,0.00296,0.00002,0.00004,0.00004,0.00021,0.00009,0.02259,0.01166,0.00010,0.00126,0.00008,0.00002,0.00217,0.00000,0.00002,0.00250,0.00004,0.00030,0.00001,0.00006,0.00028,0.00001,0.00000,0.00000,0.00044,0.00002,0.00008,0.00321,0.00044,0.00000,0.00001,0.00000,0.00019,0.00041,0.00000,0.00018,0.00058,0.00002,0.00001,0.00004,0.00112,0.00002,0.00006,0.00018,0.00000,0.00000,0.00000,0.00000,0.00000,0.00022,0.00000,0.00000,0.00002,0.00069,0.00057,0.00000,0.00016,0.00030,0.00000,0.00274,0.00003,0.00011,0.00008,0.00025,0.00001,0.00001,0.00001,0.00002,0.00009,0.00181,0.00009,0.02469,0.00006,0.00203,0.00024,0.00000,0.00064,0.07677,0.00002,0.00009,0.00040,0.00094,0.00000,0.00086,0.00001,0.00004,0.00002,0.00003,0.00001,0.00016,0.00006,0.00000,0.00010,0.00003,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00007,0.00040,0.00281,0.00000,0.00000,0.00000,0.00000,0.00015,0.00001,0.00006,0.00000,0.00000,0.00000,0.00078,0.00000,0.00004,0.00005,0.00004,0.00000,0.00000,0.00045,0.00316,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000,0.00001,0.00001,0.00001,0.00019,0.00000,0.00000,0.00000,0.00001,0.00000,0.00015,0.00000,0.00001,0.00000,0.00000,0.00000,0.00001,0.00002,0.00004,0.00000,0.00001,0.00000,0.00001,0.00008,0.00000,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/table/17221.png,table,0.05854,0.18201,0.01195,0.00006,0.00025,0.00005,0.00038,0.00140,0.00002,0.00001,0.00001,0.00002,0.00000,0.00000,0.00004,0.00000,0.00000,0.00002,0.00017,0.00004,0.00349,0.00000,0.00001,0.00000,0.00001,0.00036,0.00002,0.00001,0.00000,0.00104,0.06356,0.00000,0.00005,0.00065,0.00003,0.00000,0.00127,0.00199,0.00002,0.00000,0.00001,0.00000,0.00001,0.00000,0.00027,0.00000,0.00000,0.00002,0.00082,0.00000,0.00000,0.00000,0.00001,0.00016,0.00000,0.00000,0.00032,0.00054,0.00000,0.00005,0.00000,0.00000,0.00001,0.00002,0.00001,0.00001,0.00001,0.00002,0.00000,0.00000,0.00000,0.00003,0.00006,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00003,0.00000,0.00002,0.00000,0.00000,0.00008,0.00016,0.00002,0.00002,0.00003,0.00071,0.00007,0.00000,0.00000,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00002,0.00000,0.00000,0.00001,0.00000,0.00027,0.00005,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00215,0.00000,0.00000,0.00000,0.00016,0.00001,0.00078,0.00000,0.00000,0.00000,0.00046,0.00005,0.00002,0.00001,0.00001,0.00000,0.00018,0.00000,0.00000,0.00000,0.00003,0.00003,0.00004,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00002,0.00001,0.00000,0.00005,0.00001,0.00001,0.00000,0.66298,0.00003,0.00000,0.00001,0.00002,0.00000,0.00002,0.00000,0.00000,0.00010,0.00001,0.00001,0.00001,0.00000,0.00000,0.00014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00020,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00023,0.00000,0.00000,0.00000,0.00060,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
/content/Dataset_simple_sketch/test/table/17241.png,table,0.96811,0.02615,0.00031,0.00002,0.00000,0.00486,0.00003,0.00010,0.00000,0.00000,0.00001,0.00000,0.00000,0.00004,0.00000,0.00000,0.00000,0.00000,0.00007,0.00005,0.00002,0.00002,0.00003,0.00001,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00004,0.00001,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
